srcYear,srcStateName,srcMonth,Food grains allocated,Ration cards issued,Transaction for ration cards,Aadhaar authenticated Transactions,Aadhaar authenticated Transactions (%),ePoS (Electronic Point of Sale system) distribution of food grains,Manual distribution of food grains,Distribution of food grains,YearCode,Year,MonthCode,Month
2019-20,JAMMU AND KASHMIR,Dec-19,39798.05,1674639,12354,73,0.59,207.6,36901.37,37108.97,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,UTTARAKHAND,Dec-19,33454.8,1334146,368114,82159,22.32,8988.98,27105.3,36094.28,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,GUJARAT,Dec-19,198288.02,6590660,6039316,5533891,91.63,158706.97,0,158706.97,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,UTTAR PRADESH,Dec-19,811798.34,35811577,31735069,30736360,96.85,738506.18,34492.14,772998.32,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,CHHATTISGARH,Dec-19,115338,5282952,8384937,672068,8.02,113097.14,1746.45,114843.59,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,KERALA,Dec-19,85459.89,3721509,4039541,3931957,97.34,82681.76,102.34,82784.11,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,ARUNACHAL PRADESH,Dec-19,4677.46,177112,9592,0,0,249.65,4183.74,4433.38,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,MAHARASHTRA,Dec-19,383766,15045772,13280707,13280707,100,328866.87,3837.92,332704.78,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,ANDAMAN & NICOBAR ISLANDS,Dec-19,332.7,16342,12957,0,0,264.69,24.99,289.68,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,DAMAN & DIU,Dec-19,451.98,19981,11879,9715,81.78,264.79,0,264.79,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,WEST BENGAL,Dec-19,330516.44,53715737,18273385,10284,0.06,268019.97,61452.9,329472.86,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,GOA,Dec-19,2856.63,142152,113905,111200,97.63,2433.73,374.03,2807.76,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,DELHI,Dec-19,37572.75,1742840,0,0,0,0,36130.74,36130.74,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,HIMACHAL PRADESH,Dec-19,16857.47,677566,631956,490599,77.63,14545.01,1428.02,15973.03,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,ANDHRA PRADESH,Dec-19,154148.03,9027217,8637527,8637527,100,146796.11,1087.48,147883.59,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,RAJASTHAN,Dec-19,232631,11015719,9355403,9353378,99.98,224227.48,0,224227.48,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,ODISHA,Dec-19,179926.06,8920120,9438104,6647686,70.43,172487.28,3338.61,175825.88,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,BIHAR,Dec-19,457821.73,16620345,10145208,8214427,80.97,294438.32,172817.77,467256.09,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,MANIPUR,Dec-19,12461.24,588045,194,192,98.97,2.52,15117.01,15119.53,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2019-20,TELANGANA,Dec-19,108004.23,5324508,4917124,4917124,100,99128.51,870.68,99999.18,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
2020-21,BIHAR,Dec-20,457821.73,17847686,14881798,14853733,99.81,400767.46,0,400767.46,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,CHHATTISGARH,Dec-20,115338,5117707,4507268,429816,9.54,112773.3,1468.43,114241.73,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,ODISHA,Dec-20,179926.06,9261751,9535902,26606,0.28,181971.34,0,181971.34,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,TRIPURA,Dec-20,13761.1,578321,704171,696990,98.98,13167.86,0,13167.86,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,UTTAR PRADESH,Dec-20,811798.34,35816498,33427115,32962049,98.61,774123.7,55.95,774179.65,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,ANDHRA PRADESH,Dec-20,154148.03,8816876,14178288,14178288,100,138965.9,0,138965.9,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,HIMACHAL PRADESH,Dec-20,16857.47,671434,625153,0,0,14885.46,181.33,15066.79,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,TAMIL NADU,Dec-20,202114.13,11190327,11213395,2529592,22.56,198393.77,0,198393.77,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,KERALA,Dec-20,85459.89,3833085,4153680,3982192,95.87,82805.18,96.4,82901.58,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,ANDAMAN & NICOBAR ISLANDS,Dec-20,332.7,16847,47636,0,0,128.54,24.4,152.94,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,TELANGANA,Dec-20,108004.23,5352384,4668623,4668623,100,98470.98,666.61,99137.59,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,RAJASTHAN,Dec-20,232631,10772743,9557983,9557884,100,212022.51,131.41,212153.92,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,ARUNACHAL PRADESH,Dec-20,4677.46,131309,54197,4144,7.65,1429.52,2702.84,4132.36,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,NAGALAND,Dec-20,7632.11,298583,244215,82467,33.77,5526.09,0,5526.09,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,JHARKHAND,Dec-20,144959.47,5683725,5184806,4757279,91.75,131132.43,0,131132.43,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,UTTARAKHAND,Dec-20,33454.8,1346578,638076,77269,12.11,15183.65,20170.57,35354.22,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,LAKSHADWEEP,Dec-20,126.85,5160,2159,0,0,56.73,0,56.73,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,GOA,Dec-20,2856.63,142739,133020,129391,97.27,2762.71,0,2762.71,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,SIKKIM,Dec-20,2197.94,90649,0,0,0,0,2134.96,2134.96,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,KARNATAKA,Dec-20,217403,12206425,10949528,10949528,100,204161.09,8302.82,212463.9,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,ASSAM,Dec-20,135479.33,5862476,0,0,0,0,140361.81,140361.81,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,MEGHALAYA,Dec-20,10800.27,414820,103742,90,0.09,2869.87,5311.19,8181.06,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,DAMAN & DIU,Dec-20,451.98,51501,46479,46479,100,1177.17,0,1177.17,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,HARYANA,Dec-20,66250,2707649,2558546,2558546,100,59108.07,0,59108.07,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,MIZORAM,Dec-20,3827.96,156784,145558,2876,1.98,3678.28,0,3678.28,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,DELHI,Dec-20,37572.75,1774628,0,0,0,0,37161.33,37161.33,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,MAHARASHTRA,Dec-20,383766,15630262,13460520,13460520,100,332852.9,243.08,333095.99,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,MADHYA PRADESH,Dec-20,297039.11,10862319,10049520,9620462,95.73,245174.39,582.73,245757.12,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,WEST BENGAL,Dec-20,330516.44,56206840,20405610,6007,0.03,321452.07,645.72,322097.79,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,GUJARAT,Dec-20,198288.02,7062631,6312916,5786221,91.66,166093.55,0,166093.55,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,MANIPUR,Dec-20,12461.24,586221,433471,229,0.05,9948.98,3536.02,13485,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2020-21,JAMMU AND KASHMIR,Dec-20,39798.05,1644725,1438267,1085473,75.47,33696.91,1324.92,35021.83,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
2022-2023,Tripura,Dec-22,13761.1,597222,514700,513067,99.68,13235.98,0,13235.98,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Jharkhand,Dec-22,144959.47,6022650,5871047,5387740,91.77,135629.69,0,135629.69,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Tripura,Dec-22,13761.1,597222,514700,513067,99.68,13235.98,0,13235.98,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Andhra Pradesh,Dec-22,154148.03,9024163,8365177,8365177,100,143852.16,0,143852.16,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Andhra Pradesh,Dec-22,154148.03,9024163,8365177,8365177,100,143852.16,0,143852.16,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,West Bengal,Dec-22,330516.44,56238581,13911744,13714566,98.58,319784.83,0,319784.83,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Ladakh,Dec-22,0,28966,28139,9568,34,682.69,0,682.69,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Andaman & Nicobar Islands,Dec-22,332.7,16307,15294,14582,95.34,337.56,0,337.56,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Andaman & Nicobar Islands,Dec-22,332.7,16307,15294,14582,95.34,337.56,0,337.56,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Uttar Pradesh,Dec-22,811798.34,36033189,33591910,33448603,99.57,784595.64,0,784595.64,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Uttarakhand,Dec-22,33454.8,1361266,1081114,966111,89.36,25842.59,6779.11,32621.7,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Madhya Pradesh,Dec-22,297039.11,12146334,11205366,10841795,96.76,256479.45,0.03,256479.48,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Gujarat,Dec-22,198288.02,7521182,6932232,6837879,98.64,177566.87,0,177566.87,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Nagaland,Dec-22,7632.11,321221,267359,54840,20.51,5531.74,0,5531.74,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Uttarakhand,Dec-22,33454.8,1361266,1081114,966111,89.36,25842.59,6779.11,32621.7,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Gujarat,Dec-22,198288.02,7521182,6932232,6837879,98.64,177566.87,0,177566.87,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Karnataka,Dec-22,217403,11528019,10833724,10833724,100,207586.06,123.76,207709.82,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Jammu And Kashmir,Dec-22,39798.05,1647376,1523308,1405487,92.27,34479.54,0,34479.54,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Punjab,Dec-22,72510,4067937,315,315,100,106.2,0,106.2,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Odisha,Dec-22,179926.06,9298890,7721000,6751510,87.44,151305.82,0,151305.82,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Kerala,Dec-22,85459.89,4097437,4009870,3636310,90.68,81005.9,57.5,81063.4,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Telangana,Dec-22,108004.23,5444783,4785452,4785452,100,101445.47,0,101445.47,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Rajasthan,Dec-22,232631,10320942,9867672,9867571,100,215263.84,0,215263.84,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Goa,Dec-22,2856.63,143208,113259,108375,95.69,2420.4,0,2420.4,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Goa,Dec-22,2856.63,143208,113259,108375,95.69,2420.4,0,2420.4,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Ladakh,Dec-22,0,28966,28139,9568,34,682.69,0,682.69,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Tamil Nadu,Dec-22,202114.13,11480716,10551803,10174082,96.42,195088.42,0,195088.42,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Sikkim,Dec-22,2197.94,97137,55169,54889,99.49,1342.46,1197.34,2539.8,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Madhya Pradesh,Dec-22,297039.11,12146334,11205366,10841795,96.76,256479.45,0.03,256479.48,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Delhi,Dec-22,37572.75,1784065,1779706,1779703,100,37274.7,0,37274.7,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Delhi,Dec-22,37572.75,1784065,1779706,1779703,100,37274.7,0,37274.7,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Maharashtra,Dec-22,383766,15439382,13628870,13562024,99.51,320828.56,0,320828.56,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Jharkhand,Dec-22,144959.47,6022650,5871047,5387740,91.77,135629.69,0,135629.69,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Meghalaya,Dec-22,10800.27,421542,320914,42666,13.3,9013.51,3071.12,12084.63,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Daman & Diu,Dec-22,451.98,59047,52187,52187,100,1292.71,0,1292.71,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Daman & Diu,Dec-22,451.98,59047,52187,52187,100,1292.71,0,1292.71,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Mizoram,Dec-22,3827.96,167647,164315,126933,77.25,3848.19,0,3848.19,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Nagaland,Dec-22,7632.11,321221,267359,54840,20.51,5531.74,0,5531.74,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Bihar,Dec-22,457821.73,18671610,16673067,16647677,99.85,429845.07,0,429845.07,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Bihar,Dec-22,457821.73,18671610,16673067,16647677,99.85,429845.07,0,429845.07,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Odisha,Dec-22,179926.06,9298890,7721000,6751510,87.44,151305.82,0,151305.82,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Karnataka,Dec-22,217403,11528019,10833724,10833724,100,207586.06,123.76,207709.82,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Punjab,Dec-22,72510,4067937,315,315,100,106.2,0,106.2,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Rajasthan,Dec-22,232631,10320942,9867672,9867571,100,215263.84,0,215263.84,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Assam,Dec-22,135479.33,5555620,4601516,4601515,100,92358.27,39864.19,132222.46,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Assam,Dec-22,135479.33,5555620,4601516,4601515,100,92358.27,39864.19,132222.46,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Sikkim,Dec-22,2197.94,97137,55169,54889,99.49,1342.46,1197.34,2539.8,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Tamil Nadu,Dec-22,202114.13,11480716,10551803,10174082,96.42,195088.42,0,195088.42,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Arunachal Pradesh,Dec-22,4677.46,180490,137927,6777,4.91,3671.06,758.83,4429.89,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Haryana,Dec-22,66250,2817409,2785553,2785553,100,60723.61,0,60723.61,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Arunachal Pradesh,Dec-22,4677.46,180490,137927,6777,4.91,3671.06,758.83,4429.89,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Maharashtra,Dec-22,383766,15439382,13628870,13562024,99.51,320828.56,0,320828.56,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Meghalaya,Dec-22,10800.27,421542,320914,42666,13.3,9013.51,3071.12,12084.63,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Haryana,Dec-22,66250,2817409,2785553,2785553,100,60723.61,0,60723.61,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Kerala,Dec-22,85459.89,4097437,4009870,3636310,90.68,81005.9,57.5,81063.4,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Telangana,Dec-22,108004.23,5444783,4785452,4785452,100,101445.47,0,101445.47,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Mizoram,Dec-22,3827.96,167647,164315,126933,77.25,3848.19,0,3848.19,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Jammu And Kashmir,Dec-22,39798.05,1647376,1523308,1405487,92.27,34479.54,0,34479.54,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,West Bengal,Dec-22,330516.44,56238581,13911744,13714566,98.58,319784.83,0,319784.83,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2022-2023,Uttar Pradesh,Dec-22,811798.34,36033189,33591910,33448603,99.57,784595.64,0,784595.64,2022,"Calendar Year (Jan - Dec), 2022",202212,"December, 2022"
2023-2024,Gujarat,Dec-23,198288.02,7698394,7039622,7007892,99.55,180364.69,0,180364.69,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Gujarat,Dec-23,198288.02,7698394,7039622,7007892,99.55,180364.69,0,180364.69,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Meghalaya,Dec-23,10800.27,421638,382504,71342,18.65,10667.74,0,10667.74,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Maharashtra,Dec-23,383766,16006209,14595314,14595314,100,341269.11,0,341269.11,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Mizoram,Dec-23,3827.96,286535,169331,142025,83.87,3971.72,0,3971.72,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Mizoram,Dec-23,3827.96,286535,169331,142025,83.87,3971.72,0,3971.72,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Madhya Pradesh,Dec-23,297039.11,12768767,11783850,11469493,97.33,272754.84,0,272754.84,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Ladakh,Dec-23,0,29966,24546,15046,61.3,618.07,0,618.07,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Odisha,Dec-23,179926.06,9281347,9105278,8061985,88.54,185821.31,0,185821.31,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Nagaland,Dec-23,7632.11,329277,290304,73569,25.34,6049.26,0,6049.26,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Bihar,Dec-23,457821.73,19173501,17412157,17389223,99.87,432700.36,0,432700.36,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Kerala,Dec-23,85459.89,4138834,4240412,3940796,92.93,82232.68,0,82232.68,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Karnataka,Dec-23,217403,11434700,10890100,10890096,100,206699.92,0,206699.92,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Odisha,Dec-23,179926.06,9281347,9105278,8061985,88.54,185821.31,0,185821.31,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Arunachal Pradesh,Dec-23,4677.46,180490,158579,14794,9.33,4238.64,0,4238.64,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Andhra Pradesh,Dec-23,154148.03,9024012,8430783,8430783,100,145524.53,0,145524.53,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Andhra Pradesh,Dec-23,154148.03,9024012,8430783,8430783,100,145524.53,0,145524.53,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Assam,Dec-23,135479.33,5560738,5266302,5229258,99.3,104377.79,0,104377.79,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Jharkhand,Dec-23,144959.47,6104172,5617824,5422356,96.52,135856.36,0,135856.36,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Assam,Dec-23,135479.33,5560738,5266302,5229258,99.3,104377.79,0,104377.79,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Andaman & Nicobar Islands,Dec-23,332.7,17183,15940,15168,95.16,349.63,0,349.63,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Tripura,Dec-23,13761.1,604399,584585,580969,99.38,13397.13,0,13397.13,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Rajasthan,Dec-23,232631,10745434,10109506,10109469,100,218791.07,0,218791.07,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,West Bengal,Dec-23,330516.44,55944757,13317684,13308754,99.93,321159.86,0,321159.86,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Bihar,Dec-23,457821.73,19173501,17412157,17389223,99.87,432700.36,0,432700.36,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Arunachal Pradesh,Dec-23,4677.46,180490,158579,14794,9.33,4238.64,0,4238.64,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Uttar Pradesh,Dec-23,811798.34,36058306,33681743,33566245,99.66,788174.51,0,788174.51,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Uttarakhand,Dec-23,33454.8,1396254,1280307,916501,71.58,30381.01,0,30381.01,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Jammu And Kashmir,Dec-23,39798.05,1662791,1572581,1480404,94.14,35296.48,0,35296.48,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Daman & Diu,Dec-23,451.98,50905,54873,54873,100,1363.78,0,1363.78,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Rajasthan,Dec-23,232631,10745434,10109506,10109469,100,218791.07,0,218791.07,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Delhi,Dec-23,37572.75,1783317,1928979,1928979,100,41659.42,0,41659.42,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Haryana,Dec-23,66250,4205274,6730763,6730763,100,68103.57,0,68103.57,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Telangana,Dec-23,108004.23,5439338,4829059,4829059,100,102696.5,0,102696.5,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Goa,Dec-23,2856.63,128885,116843,112373,96.17,2416.28,0,2416.28,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Sikkim,Dec-23,2197.94,97706,65100,64797,99.53,1555.62,0,1555.62,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Haryana,Dec-23,66250,4205274,6730763,6730763,100,68103.57,0,68103.57,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Sikkim,Dec-23,2197.94,97706,65100,64797,99.53,1555.62,0,1555.62,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Jammu And Kashmir,Dec-23,39798.05,1662791,1572581,1480404,94.14,35296.48,0,35296.48,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Goa,Dec-23,2856.63,128885,116843,112373,96.17,2416.28,0,2416.28,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Jharkhand,Dec-23,144959.47,6104172,5617824,5422356,96.52,135856.36,0,135856.36,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,West Bengal,Dec-23,330516.44,55944757,13317684,13308754,99.93,321159.86,0,321159.86,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Karnataka,Dec-23,217403,11434700,10890100,10890096,100,206699.92,0,206699.92,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Delhi,Dec-23,37572.75,1783317,1928979,1928979,100,41659.42,0,41659.42,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2018-19,LAKSHADWEEP,Feb-19,126.85,5153,821,0,0,12.84,0,12.84,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
2023-2024,Tamil Nadu,Dec-23,202114.13,11438599,10471007,10138398,96.82,195100.1,0,195100.1,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Uttarakhand,Dec-23,33454.8,1396254,1280307,916501,71.58,30381.01,0,30381.01,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Kerala,Dec-23,85459.89,4138834,4240412,3940796,92.93,82232.68,0,82232.68,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Uttar Pradesh,Dec-23,811798.34,36058306,33681743,33566245,99.66,788174.51,0,788174.51,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Tripura,Dec-23,13761.1,604399,584585,580969,99.38,13397.13,0,13397.13,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Ladakh,Dec-23,0,29966,24546,15046,61.3,618.07,0,618.07,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
2023-2024,Madhya Pradesh,Dec-23,297039.11,12768767,11783850,11469493,97.33,272754.84,0,272754.84,2023,"Calendar Year (Jan - Dec), 2023",202312,"December, 2023"
