srcYear,srcStateName,srcMonth,Food grains allocated,Ration cards issued,Transaction for ration cards,Aadhaar authenticated Transactions,Aadhaar authenticated Transactions (%),ePoS (Electronic Point of Sale system) distribution of food grains,Manual distribution of food grains,Distribution of food grains,YearCode,Year,MonthCode,Month
2017-18,KERALA,Apr-17,85459.89,311894,0,0,0,0,7779.98,7779.98,2017,"Calendar Year (Jan - Dec), 2017",201704,"April, 2017"
2017-18,MIZORAM,Apr-17,3827.96,24833,0,0,0,0,651.34,651.34,2017,"Calendar Year (Jan - Dec), 2017",201704,"April, 2017"
2018-19,WEST BENGAL,Apr-18,330516.44,56332793,0,0,0,0,325367.24,325367.24,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,GUJARAT,Apr-18,198288.02,7068124,6024715,3992081,66.26,167703.64,0,167703.64,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,PUNJAB,Apr-18,72510,3509588,0,0,0,0,257079.58,257079.58,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,LAKSHADWEEP,Apr-18,126.85,5148,253,0,0,4.19,0,4.19,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,JAMMU AND KASHMIR,Apr-18,39798.05,1667296,983222,106557,10.84,23230.39,13240.41,36470.8,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,HIMACHAL PRADESH,Apr-18,16857.47,679985,464198,2379,0.51,12992.57,3373.98,16366.55,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,ODISHA,Apr-18,179926.06,8670312,9429724,5072048,53.79,172188.05,8866.32,181054.37,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,ARUNACHAL PRADESH,Apr-18,4677.46,179913,0,0,0,0,4676,4676,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,ANDAMAN & NICOBAR ISLANDS,Apr-18,332.7,9561,820,0,0,13.06,214.84,227.9,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,KERALA,Apr-18,85459.89,2452695,3989971,3485279,87.35,55722.23,18644.78,74367.01,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,TELANGANA,Apr-18,108004.23,5192173,8729477,8729477,100,93634.95,1047.92,94682.87,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,TRIPURA,Apr-18,13761.1,815580,236168,236168,100,4868.57,15384.87,20253.43,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,MIZORAM,Apr-18,3827.96,145444,0,0,0,0,5500.74,5500.74,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,RAJASTHAN,Apr-18,232631,10062466,7874872,7872761,99.97,187530.48,639.99,188170.47,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,MANIPUR,Apr-18,12461.24,496481,0,0,0,0,11796.56,11796.56,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,ANDHRA PRADESH,Apr-18,154148.03,9455462,8802384,8802384,100,143367.43,2747.44,146114.87,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,SIKKIM,Apr-18,2197.94,94863,2814,2814,100,72.05,2135.26,2207.31,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,UTTAR PRADESH,Apr-18,811798.34,33712769,5157940,4418086,85.66,125115,657853.74,782968.74,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,MEGHALAYA,Apr-18,10800.27,1551,1016,0,0,24.74,10429.86,10454.6,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,HARYANA,Apr-18,66250,2964082,2268567,2268567,100,50737.07,0,50737.07,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,ASSAM,Apr-18,135479.33,34499,16948,0,0,355.75,139776.31,140132.06,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,TAMIL NADU,Apr-18,202114.13,9990881,10031437,0,0,190887.53,0,190887.53,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,GOA,Apr-18,2856.63,139929,4745,1271,26.79,103.44,2273.31,2376.75,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,DADRA & NAGAR HAVELI,Apr-18,928.95,33272,33449,27926,83.49,833.71,0,833.71,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,CHHATTISGARH,Apr-18,115338,5378318,4585178,559297,12.2,95889.51,1575.76,97465.27,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,DAMAN & DIU,Apr-18,451.98,23230,18410,18063,98.12,360.17,12.76,372.93,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,BIHAR,Apr-18,457821.73,17301882,0,0,0,0,433790.78,433790.78,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,MAHARASHTRA,Apr-18,383766,15351146,10598213,9066844,85.55,247330.17,94069.08,341399.25,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,KARNATAKA,Apr-18,217403,12116010,9938233,9869369,99.31,239795.7,14679.68,254475.38,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,MADHYA PRADESH,Apr-18,297039.11,11798742,9016494,1647433,18.27,227125.48,63692.4,290817.88,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,DELHI,Apr-18,37572.75,1949651,1536330,1536330,100,31654.57,233.74,31888.31,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,JHARKHAND,Apr-18,144959.47,5675129,4433676,3577345,80.69,122905.71,0,122905.71,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,UTTARAKHAND,Apr-18,33454.8,1335598,0,0,0,0,30995.43,30995.43,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018-19,NAGALAND,Apr-18,7632.11,284934,0,0,0,0,7632.11,7632.11,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2019-20,DADRA & NAGAR HAVELI,Apr-19,928.95,35316,34711,30748,88.58,894,0,894,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,JAMMU AND KASHMIR,Apr-19,39798.05,1672624,1345852,327264,24.32,30770,12188.29,42958.29,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,GUJARAT,Apr-19,198288.02,6646353,6240479,4896298,78.46,165756.41,0,165756.41,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,SIKKIM,Apr-19,2197.94,95305,25918,25918,100,664.58,1747.71,2412.29,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,ANDAMAN & NICOBAR ISLANDS,Apr-19,332.7,14607,1437,0,0,26.77,28.94,55.7,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,TELANGANA,Apr-19,108004.23,4979403,4590872,4590872,100,94988.25,1039.22,96027.47,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,MEGHALAYA,Apr-19,10800.27,1067,612,0,0,15.38,11515.22,11530.6,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,KERALA,Apr-19,85459.89,3658195,3788062,3689459,97.4,81396.93,105.83,81502.76,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,WEST BENGAL,Apr-19,330516.44,56329145,0,0,0,0,329062.72,329062.72,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,NAGALAND,Apr-19,7632.11,284934,0,0,0,0,7632.11,7632.11,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,DAMAN & DIU,Apr-19,451.98,19910,18467,7868,42.61,372.25,0,372.25,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,HARYANA,Apr-19,66250,2329411,2484468,2484468,100,46290.49,0,46290.49,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,KARNATAKA,Apr-19,217403,12457626,10602308,10602272,100,190739.55,7103.45,197843.01,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,ARUNACHAL PRADESH,Apr-19,4677.46,177436,14253,0,0,370.53,5010.79,5381.32,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,TAMIL NADU,Apr-19,202114.13,10071108,9744776,0,0,188052.81,0,188052.81,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,MAHARASHTRA,Apr-19,383766,14453958,12362632,12362632,100,307154.56,15687.74,322842.3,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,MIZORAM,Apr-19,3827.96,147109,0,0,0,0,4030.47,4030.47,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,ASSAM,Apr-19,135479.33,5716030,0,0,0,0,121613.29,121613.29,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,JHARKHAND,Apr-19,144959.47,5704001,4645034,3983306,85.75,136411.8,0,136411.8,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,TRIPURA,Apr-19,13761.1,578810,598367,595665,99.55,12747.91,681.66,13429.57,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,RAJASTHAN,Apr-19,232631,10591615,9034015,9030792,99.96,215891.83,752.46,216644.28,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,ANDHRA PRADESH,Apr-19,154148.03,7587181,8502597,8502597,100,136369.89,2940.85,139310.74,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,MADHYA PRADESH,Apr-19,297039.11,11749218,10417748,5070897,48.68,255372.01,16695.24,272067.26,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,UTTAR PRADESH,Apr-19,811798.34,35782186,28060712,23349887,83.21,637241.66,123197.76,760439.41,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,GOA,Apr-19,2856.63,141321,103367,103367,100,2211.3,356.61,2567.91,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,UTTARAKHAND,Apr-19,33454.8,1322436,219168,78821,35.96,5527.76,29153.62,34681.38,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,CHHATTISGARH,Apr-19,115338,5287913,5174390,592939,11.46,112144.52,1700.32,113844.83,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,BIHAR,Apr-19,457821.73,24639,19359,12407,64.09,598.65,441968.07,442566.72,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,ODISHA,Apr-19,179926.06,8687094,7950599,4717744,59.34,167842.36,14670.36,182512.73,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,MANIPUR,Apr-19,12461.24,564100,0,0,0,0,12920.68,12920.68,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,DELHI,Apr-19,37572.75,1719606,0,0,0,0,34662.06,34662.06,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019-20,HIMACHAL PRADESH,Apr-19,16857.47,681524,634232,460088,72.54,14560.53,1934.97,16495.5,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2020-21,GOA,Apr-20,2856.63,142479,138345,133280,96.34,2860.57,0,2860.57,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,NAGALAND,Apr-20,7632.11,283074,242277,84227,34.76,6276.53,7196.48,13473.01,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,TRIPURA,Apr-20,13761.1,578844,944263,934448,98.96,13283.04,0,13283.04,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,HARYANA,Apr-20,66250,2701009,7048817,7048817,100,61768.53,0,61768.53,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,KARNATAKA,Apr-20,217403,12738616,11632717,11632716,100,289778.16,1068.11,290846.26,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,MAHARASHTRA,Apr-20,383766,15164202,14261203,14261203,100,346865.44,2861.1,349726.54,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,RAJASTHAN,Apr-20,232631,11186979,10193349,9926911,97.39,240268.33,0,240268.33,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,SIKKIM,Apr-20,2197.94,94523,88439,45577,51.53,1380.91,1028.99,2409.89,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,MIZORAM,Apr-20,3827.96,155405,148628,292,0.2,3819.75,0,3819.75,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,JAMMU AND KASHMIR,Apr-20,39798.05,1645227,1543994,1094,0.07,36435.88,4455.59,40891.47,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,MADHYA PRADESH,Apr-20,297039.11,11684833,10075302,9271769,92.02,258677.84,14636.48,273314.32,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,UTTAR PRADESH,Apr-20,811798.34,35371174,32437605,31533257,97.21,746946.56,130.57,747077.13,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,ASSAM,Apr-20,135479.33,5788585,0,0,0,0,139280.85,139280.85,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,GUJARAT,Apr-20,198288.02,6877678,6657963,1644640,24.7,174237.3,0,174237.3,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,DELHI,Apr-20,37572.75,934287,0,0,0,0,22786.66,22786.66,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,PUNJAB,Apr-20,72510,296122,0,0,0,0,931.33,931.33,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,KERALA,Apr-20,85459.89,3743791,14002687,0,0,85238.15,94.98,85333.12,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,UTTARAKHAND,Apr-20,33454.8,1343486,796386,44,0.01,18781.67,16156.86,34938.53,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,ARUNACHAL PRADESH,Apr-20,4677.46,177298,7014,0,0,213.68,4045.8,4259.48,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,BIHAR,Apr-20,457821.73,16831100,15425272,15380957,99.71,415139.07,24584.83,439723.9,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,MEGHALAYA,Apr-20,10800.27,421501,0,0,0,0,11696.35,11696.35,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,TAMIL NADU,Apr-20,202114.13,11108398,11525517,0,0,229794.1,0,229794.1,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,ANDHRA PRADESH,Apr-20,154148.03,9028196,8715665,8715665,100,149164.52,952.56,150117.07,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,MANIPUR,Apr-20,12461.24,588027,351052,395,0.11,8054.23,7540.92,15595.15,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,ANDAMAN & NICOBAR ISLANDS,Apr-20,332.7,16333,7155,0,0,242.68,0,242.68,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,HIMACHAL PRADESH,Apr-20,16857.47,679433,644169,0,0,26154.26,1119.16,27273.42,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,TELANGANA,Apr-20,108004.23,5333411,5572946,5572946,100,103559.28,917.16,104476.43,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,CHHATTISGARH,Apr-20,115338,5117707,4898600,66694,1.36,113794.07,1409.61,115203.68,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,JHARKHAND,Apr-20,144959.47,5718246,5607502,0,0,138285.06,0,138285.06,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,ODISHA,Apr-20,179926.06,9287962,9218082,0,0,174322.64,71.47,174394.12,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,DAMAN & DIU,Apr-20,451.98,55620,52640,52640,100,1277.16,0,1277.16,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2020-21,WEST BENGAL,Apr-20,330516.44,55598670,20158549,21722,0.11,304889.17,24270.29,329159.47,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
2021-22,KERALA,Apr-21,85459.89,3900049,4238516,4064397,95.89,82880.77,98.07,82978.83,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,DELHI,Apr-21,37572.75,1408521,0,0,0,0,372182.05,372182.05,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,ANDAMAN & NICOBAR ISLANDS,Apr-21,332.7,16785,14529,10354,71.26,281.51,0,281.51,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,RAJASTHAN,Apr-21,232631,10661830,9256401,9256331,100,207494.27,0,207494.27,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,MADHYA PRADESH,Apr-21,297039.11,11129273,11415524,10955951,95.97,246326.46,23.21,246349.67,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,UTTAR PRADESH,Apr-21,811798.34,35811744,33091937,32713748,98.86,767063.6,7689.91,774753.52,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,DAMAN & DIU,Apr-21,451.98,51708,44958,44958,100,1158.87,0,1158.87,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,MEGHALAYA,Apr-21,10800.27,421503,311815,1062,0.34,8731.54,2436.21,11167.76,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,KARNATAKA,Apr-21,217403,12087805,10509607,10509607,100,184836.95,7772.92,192609.87,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,UTTARAKHAND,Apr-21,33454.8,1360368,671124,86311,12.86,15794.13,16199.94,31994.07,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,ODISHA,Apr-21,179926.06,9243071,8714972,7667748,87.98,178515.06,0,178515.06,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,ANDHRA PRADESH,Apr-21,154148.03,8836679,8214519,8214519,100,141209.69,0,141209.69,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,LAKSHADWEEP,Apr-21,126.85,5158,1072,0,0,28.37,0,28.37,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,BIHAR,Apr-21,457821.73,17414137,15434397,15390766,99.72,412685.26,0,412685.26,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,TELANGANA,Apr-21,108004.23,5355797,4621859,4621859,100,98469.82,0,98469.82,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,MAHARASHTRA,Apr-21,383766,15103537,13870494,13870494,100,340656.98,0,340656.98,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,NAGALAND,Apr-21,7632.11,307781,258031,46014,17.83,5711.2,0,5711.2,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,JHARKHAND,Apr-21,144959.47,5797079,5503388,3609701,65.59,138729.78,0,138729.78,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,ARUNACHAL PRADESH,Apr-21,4677.46,176998,106943,4728,4.42,2913.68,1319.25,4232.93,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,MIZORAM,Apr-21,3827.96,159764,127178,113210,89.02,3209.8,0,3209.8,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,SIKKIM,Apr-21,2197.94,91400,0,0,0,0,2148.44,2148.44,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,MANIPUR,Apr-21,12461.24,539350,378024,461,0.12,7480.47,4778.8,12259.27,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,TRIPURA,Apr-21,13761.1,594150,647300,641160,99.05,13440.8,0,13440.8,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,CHHATTISGARH,Apr-21,115338,5120243,4394876,330584,7.52,112902.17,1459.25,114361.42,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,JAMMU AND KASHMIR,Apr-21,39798.05,1587582,1381515,1035941,74.99,32208.38,79.97,32288.35,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,HIMACHAL PRADESH,Apr-21,16857.47,672460,590287,364501,61.75,14377.74,155.99,14533.73,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,ASSAM,Apr-21,135479.33,5430006,0,0,0,0,130385.9,130385.9,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,TAMIL NADU,Apr-21,202114.13,11199355,10816220,6608056,61.09,194469.53,0,194469.53,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,GUJARAT,Apr-21,198288.02,7158654,6379113,5771920,90.48,167563.6,0,167563.6,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,HARYANA,Apr-21,66250,2695639,2367538,2367538,100,59010.5,0,59010.5,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,GOA,Apr-21,2856.63,142341,137215,132796,96.78,2851.68,0,2851.68,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2021-22,WEST BENGAL,Apr-21,330516.44,55949953,19205830,10785,0.06,323055.6,93.3,323148.9,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2022-2023,Jammu And Kashmir,Apr-22,39798.05,1639876,1491107,1356291,90.96,33572.1,0,33572.1,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Rajasthan,Apr-22,232631,10456660,9752892,9752735,100,214131.57,0,214131.57,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Bihar,Apr-22,457821.73,18271836,16722328,16694856,99.84,435348.51,0,435348.51,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Bihar,Apr-22,457821.73,18271836,16722328,16694856,99.84,435348.51,0,435348.51,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Sikkim,Apr-22,2197.94,94301,48793,48793,100,1201.37,993.84,2195.2,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Ladakh,Apr-22,0,28857,16536,3667,22.18,406.53,0,406.53,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Kerala,Apr-22,85459.89,3970740,3985682,3721437,93.37,80621.91,54.68,80676.58,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Tamil Nadu,Apr-22,202114.13,11463553,10333697,9796179,94.8,193150.48,0,193150.48,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Assam,Apr-22,135479.33,5888283,2419322,2419322,100,57991.19,110610.31,168601.5,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Assam,Apr-22,135479.33,5888283,2419322,2419322,100,57991.19,110610.31,168601.5,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Telangana,Apr-22,108004.23,5386065,4726465,4726465,100,100925.79,0,100925.79,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Telangana,Apr-22,108004.23,5386065,4726465,4726465,100,100925.79,0,100925.79,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Mizoram,Apr-22,3827.96,166094,163287,115272,70.59,3849.71,0,3849.71,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Tripura,Apr-22,13761.1,595911,590354,586777,99.39,13264.25,0,13264.25,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Arunachal Pradesh,Apr-22,4677.46,180487,127064,5865,4.62,3382.45,1066.83,4449.27,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Jharkhand,Apr-22,144959.47,5944537,6028149,5390930,89.43,138116.74,0,138116.74,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Arunachal Pradesh,Apr-22,4677.46,180487,127064,5865,4.62,3382.45,1066.83,4449.27,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Uttarakhand,Apr-22,33454.8,1411789,1062941,255520,24.04,25076.13,7191.19,32267.32,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Madhya Pradesh,Apr-22,297039.11,11792552,10962440,10634853,97.01,253403.51,15.84,253419.34,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Ladakh,Apr-22,0,28857,16536,3667,22.18,406.53,0,406.53,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Uttar Pradesh,Apr-22,811798.34,36153726,33593678,33459888,99.6,781676.82,5.48,781682.29,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Andhra Pradesh,Apr-22,154148.03,8937079,8240371,8240371,100,143476.97,0,143476.97,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Andhra Pradesh,Apr-22,154148.03,8937079,8240371,8240371,100,143476.97,0,143476.97,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Tamil Nadu,Apr-22,202114.13,11463553,10333697,9796179,94.8,193150.48,0,193150.48,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,West Bengal,Apr-22,330516.44,53569034,13554732,13041598,96.21,304370.56,182.14,304552.7,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Goa,Apr-22,2856.63,143053,134802,130067,96.49,2803.95,0,2803.95,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Andaman & Nicobar Islands,Apr-22,332.7,16795,15912,14412,90.57,346.86,0,346.86,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Sikkim,Apr-22,2197.94,94301,48793,48793,100,1201.37,993.84,2195.2,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Maharashtra,Apr-22,383766,15371406,13194401,13194401,100,313576.8,0,313576.8,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Nagaland,Apr-22,7632.11,304626,267526,60660,22.67,5477.36,0,5477.36,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
2022-2023,Madhya Pradesh,Apr-22,297039.11,11792552,10962440,10634853,97.01,253403.51,15.84,253419.34,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
